Player,Season,Y/R,Y/Tgt,Succ%
Hayden Randle Hurst,2018,12.50,7.10,39.10
Hayden Randle Hurst,2019,11.60,8.90,69.20
Hayden Randle Hurst,2020,10.20,6.50,51.10
Hayden Randle Hurst,2021,8.50,7.10,58.10
Hayden Randle Hurst,2022,8.00,6.10,61.80
Hayden Randle Hurst,2023,10.20,5.80,46.90
Hayden Randle Hurst,2024,9.10,5.60,38.50
