Player,Season,Y/R,Y/Tgt,Succ%
Dawson Knox,2019,13.90,7.80,42.00
Dawson Knox,2020,12.00,6.50,50.00
Dawson Knox,2021,12.00,8.30,59.20
Dawson Knox,2022,10.80,8.00,60.00
Dawson Knox,2023,8.50,5.20,50.00
Dawson Knox,2024,14.10,9.40,63.60
