Player,Season,Y/R,Y/Tgt,Succ%
Johnny Mundt,2017,,,
Johnny Mundt,2018,5.00,5.00,0.00
Johnny Mundt,2019,6.50,3.70,42.90
Johnny Mundt,2020,13.30,13.30,100.00
Johnny Mundt,2021,9.00,9.00,100.00
Johnny Mundt,2022,7.40,6.70,66.70
Johnny Mundt,2023,10.10,7.50,52.20
Johnny Mundt,2024,7.50,5.30,44.40
