Player,Season,Y/R,Y/Tgt,Succ%
Jonnu Smith,2017,8.70,5.20,40.00
Jonnu Smith,2018,12.90,8.60,56.70
Jonnu Smith,2019,12.50,10.00,56.80
Jonnu Smith,2020,10.90,6.90,55.40
Jonnu Smith,2021,10.50,6.50,40.00
Jonnu Smith,2022,9.10,6.40,47.40
Jonnu Smith,2023,11.60,8.30,51.40
Jonnu Smith,2024,10.00,8.00,63.10
