Player,Season Group,PD,Comb,Solo,Ast
DeShon Elliott,Group1,2.33,36.33,25.33,11.00
DeShon Elliott,Group2,5.33,95.33,66.00,29.33
DeShon Elliott,Difference,128.57,162.39,160.53,166.67
