Player,Season,PD,Comb,Solo,Ast
Tre Flowers,2018,6.00,67.00,55.00,12.00
Tre Flowers,2019,8.00,82.00,65.00,17.00
Tre Flowers,2020,2.00,47.00,37.00,10.00
Tre Flowers,2021,0.67,26.00,19.33,6.67
Tre Flowers,2022,3.00,27.00,20.00,7.00
Tre Flowers,2023,2.00,21.00,15.00,6.00
Tre Flowers,2024,0.00,2.67,2.00,0.67
