Player,Season,PD,Comb,Solo,Ast
Adrian Colbert,2017,5.00,37.00,34.00,3.00
Adrian Colbert,2018,1.00,21.00,15.00,6.00
Adrian Colbert,2019,2.00,22.00,16.00,6.00
Adrian Colbert,2020,0.00,13.00,9.00,4.00
Adrian Colbert,2021,0.00,10.67,6.67,4.00
Adrian Colbert,2022,0.00,0.00,0.00,0.00
Adrian Colbert,2024,0.00,2.00,1.00,1.00
