Player,Season,PD,Comb,Solo,Ast
Jourdan Lewis,2017,10.00,54.00,48.00,6.00
Jourdan Lewis,2018,1.00,12.00,10.00,2.00
Jourdan Lewis,2019,6.00,51.00,38.00,13.00
Jourdan Lewis,2020,2.00,59.00,40.00,19.00
Jourdan Lewis,2021,11.00,61.00,47.00,14.00
Jourdan Lewis,2022,1.00,26.00,17.00,9.00
Jourdan Lewis,2023,5.00,52.00,36.00,16.00
Jourdan Lewis,2024,8.00,71.00,39.00,32.00
