Player,Season Group,PD,Comb,Solo,Ast
Chris Board,Group1,0.33,27.33,14.67,12.67
Chris Board,Group2,0.67,20.33,14.00,6.33
Chris Board,Difference,0.33,-7.00,-0.67,-6.33
