Player,Season Group,PD,Comb,Solo,Ast
Troy Reeder,Group1,2.67,76.67,45.67,31.00
Troy Reeder,Group2,0.67,26.67,14.33,12.33
Troy Reeder,Difference,-2.00,-50.00,-31.33,-18.67
