Player,Season Group,PD,Comb,Solo,Ast
Haason Reddick,Group1,3.33,69.00,41.00,28.00
Haason Reddick,Group2,1.67,33.67,24.33,9.33
Haason Reddick,Difference,-50.00,-51.21,-40.65,-66.67
