Player,Season Group,PD,Comb,Solo,Ast
Jihad Ward,Group1,0.89,17.56,6.33,11.22
Jihad Ward,Group2,1.67,25.67,16.33,9.33
Jihad Ward,Difference,87.50,46.20,157.89,-16.83
