Player,Season Group,PD,Comb,Solo,Ast
Christian Rozeboom,Group1,2.67,76.67,45.67,31.00
Christian Rozeboom,Group2,0.67,26.67,14.33,12.33
Christian Rozeboom,Difference,-2.00,-50.00,-31.33,-18.67
