Player,Season Group,PD,Comb,Solo,Ast
Jerry Tillery,Group1,0.67,32.67,17.33,15.33
Jerry Tillery,Group2,0.67,23.67,10.89,12.78
Jerry Tillery,Difference,0.00,-9.00,-6.44,-2.56
