Player,Season Group,PD,Comb,Solo,Ast
Dexter Lawrence,Group1,1.67,48.33,27.00,21.33
Dexter Lawrence,Group2,2.00,55.00,30.00,25.00
Dexter Lawrence,Difference,0.33,6.67,3.00,3.67
