Player,Season Group,PD,Comb,Solo,Ast
John Jenkins,Group1,0.67,23.67,12.33,11.33
John Jenkins,Group2,2.00,42.33,15.00,27.33
John Jenkins,Difference,1.33,18.67,2.67,16.00
