Player,Season Group,PD,Comb,Solo,Ast
Lonnie Johnson,Group1,4.33,57.33,42.67,14.67
Lonnie Johnson,Group2,0.67,9.00,7.33,1.67
Lonnie Johnson,Difference,-84.62,-84.30,-82.81,-88.64
