Player,Season Group,PD,Comb,Solo,Ast
Ogbonnia Okoronkwo,Group1,0.33,11.33,6.67,4.67
Ogbonnia Okoronkwo,Group2,1.00,32.67,23.00,9.67
Ogbonnia Okoronkwo,Difference,200.00,188.24,245.00,107.14
