Player,Season,Comb,Solo,Ast
Erik McCoy,2019,0.00,0.00,0.00
Erik McCoy,2020,0.00,0.00,0.00
Erik McCoy,2021,0.00,0.00,0.00
Erik McCoy,2022,2.00,1.00,1.00
Erik McCoy,2023,0.00,0.00,0.00
Erik McCoy,2024,0.00,0.00,0.00
