Player,Season,Comb,Solo,Ast
Cornelius Lucas,2014,0.00,0.00,0.00
Cornelius Lucas,2015,0.00,0.00,0.00
Cornelius Lucas,2016,0.00,0.00,0.00
Cornelius Lucas,2017,0.00,0.00,0.00
Cornelius Lucas,2018,0.00,0.00,0.00
Cornelius Lucas,2019,0.00,0.00,0.00
Cornelius Lucas,2020,0.00,0.00,0.00
Cornelius Lucas,2021,1.00,1.00,0.00
Cornelius Lucas,2022,1.00,0.00,1.00
Cornelius Lucas,2023,0.00,0.00,0.00
Cornelius Lucas,2024,0.00,0.00,0.00
