Player,Season,Comb,Solo,Ast
Cody Ford,2019,0.00,0.00,0.00
Cody Ford,2020,0.00,0.00,0.00
Cody Ford,2021,1.00,1.00,0.00
Cody Ford,2022,0.00,0.00,0.00
Cody Ford,2023,0.00,0.00,0.00
Cody Ford,2024,0.00,0.00,0.00
