Player,Season Group,PD,Comb,Solo,Ast
Isaac Yiadom,Group1,3.00,33.00,23.33,9.67
Isaac Yiadom,Group2,6.67,28.11,21.22,6.89
Isaac Yiadom,Difference,3.67,-4.89,-2.11,-2.78
