Player,Season Group,PD,Comb,Solo,Ast
Poona Ford,Group1,0.67,41.67,23.00,18.67
Poona Ford,Group2,2.33,27.67,17.00,10.67
Poona Ford,Difference,250.00,-33.60,-26.09,-42.86
