Player,Season Group,Y/R,Y/Tgt,Succ%
Terry McLaurin,Group1,14.13,8.77,52.60
Terry McLaurin,Group2,13.87,8.97,54.10
Terry McLaurin,Difference,-1.89,2.28,2.85
