Player,Season,PD,Comb,Solo,Ast
Justin Reid,2018,10.00,88.00,70.00,18.00
Justin Reid,2019,5.00,78.00,57.00,21.00
Justin Reid,2020,4.00,83.00,62.00,21.00
Justin Reid,2021,4.00,66.00,41.00,25.00
Justin Reid,2022,7.00,83.00,59.00,24.00
Justin Reid,2023,7.00,95.00,74.00,21.00
Justin Reid,2024,9.00,87.00,61.00,26.00
