Player,Season,PD,Comb,Solo,Ast
Mack Wilson,2019,7.00,82.00,57.00,25.00
Mack Wilson,2020,2.00,39.00,24.00,15.00
Mack Wilson,2021,0.00,42.00,26.00,16.00
Mack Wilson,2022,1.00,36.00,15.00,21.00
Mack Wilson,2023,3.00,37.00,24.00,13.00
Mack Wilson,2024,5.00,75.00,44.00,31.00
