Player,Season,PD,Comb,Solo,Ast
Zach Cunningham,2017,6.00,90.00,48.00,42.00
Zach Cunningham,2018,5.00,107.00,73.00,34.00
Zach Cunningham,2019,2.00,142.00,99.00,43.00
Zach Cunningham,2020,2.00,164.00,106.00,58.00
Zach Cunningham,2021,2.00,62.00,34.00,28.00
Zach Cunningham,2022,1.00,24.00,15.00,9.00
Zach Cunningham,2023,4.00,85.00,54.00,31.00
Zach Cunningham,2024,0.00,4.00,2.00,2.00
