Player,Season,PD,Comb,Solo,Ast
Bud Dupree,2015,1.00,26.00,17.00,9.00
Bud Dupree,2016,1.00,24.00,19.00,5.00
Bud Dupree,2017,1.00,40.00,31.00,9.00
Bud Dupree,2018,3.00,42.00,30.00,12.00
Bud Dupree,2019,3.00,68.00,49.00,19.00
Bud Dupree,2020,2.00,31.00,23.00,8.00
Bud Dupree,2021,1.00,17.00,13.00,4.00
Bud Dupree,2022,0.00,18.00,14.00,4.00
Bud Dupree,2023,3.00,39.00,17.00,22.00
Bud Dupree,2024,2.00,28.00,18.00,10.00
