Player,Season,PD,Comb,Solo,Ast
Luke Rhodes,2016,0.00,0.00,0.00,0.00
Luke Rhodes,2017,0.00,0.00,0.00,0.00
Luke Rhodes,2018,0.00,4.00,4.00,0.00
Luke Rhodes,2019,0.00,1.00,1.00,0.00
Luke Rhodes,2020,0.00,3.00,3.00,0.00
Luke Rhodes,2021,0.00,0.00,0.00,0.00
Luke Rhodes,2022,0.00,3.00,2.00,1.00
Luke Rhodes,2023,0.00,3.00,1.00,2.00
Luke Rhodes,2024,0.00,2.00,2.00,0.00
