Player,Season,PD,Comb,Solo,Ast
Mike Edwards,2019,6.00,45.00,33.00,12.00
Mike Edwards,2020,5.00,11.00,6.00,5.00
Mike Edwards,2021,7.00,46.00,34.00,12.00
Mike Edwards,2022,3.00,82.00,52.00,30.00
Mike Edwards,2023,5.00,51.00,32.00,19.00
Mike Edwards,2024,0.67,8.00,4.67,3.33
