Player,Season,PD,Comb,Solo,Ast
Jordan Whitehead,2018,4.00,76.00,61.00,15.00
Jordan Whitehead,2019,9.00,69.00,50.00,19.00
Jordan Whitehead,2020,4.00,74.00,53.00,21.00
Jordan Whitehead,2021,8.00,73.00,58.00,15.00
Jordan Whitehead,2022,8.00,89.00,58.00,31.00
Jordan Whitehead,2023,9.00,97.00,65.00,32.00
Jordan Whitehead,2024,3.00,79.00,49.00,30.00
