Player,Season Group,PD,Comb,Solo,Ast
Carlton Davis,Group1,16.00,55.67,46.33,9.33
Carlton Davis,Group2,10.67,57.67,45.00,12.67
Carlton Davis,Difference,-5.33,2.00,-1.33,3.33
