Player,Season Group,PD,Comb,Solo,Ast
Byron Murphy,Group1,10.00,64.33,51.67,12.67
Byron Murphy,Group2,10.33,58.00,44.67,13.33
Byron Murphy,Difference,0.33,-6.33,-7.00,0.67
