Player,Season Group,Y/R,Y/Tgt,Succ%
Mike Gesicki,Group1,11.73,7.23,52.03
Mike Gesicki,Group2,9.97,6.80,51.73
Mike Gesicki,Difference,-1.77,-0.43,-0.30
