Player,Season Group,Y/R,Y/Tgt,Succ%
Tyler Lockett,Group1,13.17,9.53,61.63
Tyler Lockett,Group2,11.93,8.07,58.57
Tyler Lockett,Difference,-1.23,-1.47,-3.07
