Player,Season Group,Y/R,Y/Tgt,Succ%
MyCole Pruitt,Group1,11.73,8.50,69.90
MyCole Pruitt,Group2,9.43,6.77,56.20
MyCole Pruitt,Difference,-2.30,-1.73,-13.70
