Player,Season,PD,Comb,Solo,Ast
Jonathan Bullard,2016,0.00,18.00,15.00,3.00
Jonathan Bullard,2017,2.00,26.00,18.00,8.00
Jonathan Bullard,2018,2.00,18.00,13.00,5.00
Jonathan Bullard,2019,0.00,22.00,14.00,8.00
Jonathan Bullard,2020,0.00,8.00,2.00,6.00
Jonathan Bullard,2021,1.00,21.00,8.00,13.00
Jonathan Bullard,2022,0.00,23.00,17.00,6.00
Jonathan Bullard,2023,0.00,44.00,24.00,20.00
Jonathan Bullard,2024,3.00,41.00,21.00,20.00
