Player,Season,PD,Comb,Solo,Ast
Larry Ogunjobi,2017,0.00,32.00,17.00,15.00
Larry Ogunjobi,2018,0.00,52.00,33.00,19.00
Larry Ogunjobi,2019,1.00,50.00,35.00,15.00
Larry Ogunjobi,2020,0.00,46.00,23.00,23.00
Larry Ogunjobi,2021,0.00,49.00,29.00,20.00
Larry Ogunjobi,2022,0.00,48.00,25.00,23.00
Larry Ogunjobi,2023,2.00,43.00,21.00,22.00
Larry Ogunjobi,2024,0.00,41.00,16.00,25.00
