Player,Season Group,PD,Comb,Solo,Ast
Neville Hewitt,Group1,3.00,89.67,57.33,32.33
Neville Hewitt,Group2,1.00,29.00,16.33,12.67
Neville Hewitt,Difference,-2.00,-60.67,-41.00,-19.67
