Player,Season Group,PD,Comb,Solo,Ast
B.J. Hill,Group1,0.33,39.33,19.67,19.67
B.J. Hill,Group2,4.33,58.33,27.00,31.33
B.J. Hill,Difference,1200.00,48.31,37.29,59.32
