Player,Season Group,PD,Comb,Solo,Ast
Ogbo Okoronkwo,Group1,0.33,11.33,6.67,4.67
Ogbo Okoronkwo,Group2,1.00,32.67,23.00,9.67
Ogbo Okoronkwo,Difference,0.67,21.33,16.33,5.00
