Player,Season Group,PD,Comb,Solo,Ast
DeForest Buckner,Group1,2.67,62.67,37.00,25.67
DeForest Buckner,Group2,3.67,72.00,37.67,34.33
DeForest Buckner,Difference,1.00,9.33,0.67,8.67
