Player,Season Group,PD,Comb,Solo,Ast
Montez Sweat,Group1,2.67,39.67,24.00,15.67
Montez Sweat,Group2,2.22,38.67,23.44,15.22
Montez Sweat,Difference,-0.44,-1.00,-0.56,-0.44
