Player,Season Group,PD,Comb,Solo,Ast
Anthony Nelson,Group1,1.00,16.00,8.33,7.67
Anthony Nelson,Group2,0.67,42.00,24.00,18.00
Anthony Nelson,Difference,-33.33,162.50,188.00,134.78
