Player,Season Group,PD,Comb,Solo,Ast
Jordan Hicks,Group1,5.00,128.00,82.00,46.00
Jordan Hicks,Group2,6.33,104.67,62.33,42.33
Jordan Hicks,Difference,26.67,-18.23,-23.98,-7.97
