Player,Season,PD,Comb,Solo,Ast
Budda Baker,2017,7.00,74.00,58.00,16.00
Budda Baker,2018,1.00,102.00,78.00,24.00
Budda Baker,2019,6.00,147.00,104.00,43.00
Budda Baker,2020,6.00,118.00,90.00,28.00
Budda Baker,2021,7.00,98.00,63.00,35.00
Budda Baker,2022,7.00,111.00,75.00,36.00
Budda Baker,2023,0.00,87.00,58.00,29.00
Budda Baker,2024,5.00,164.00,95.00,69.00
