Player,Season,PD,Comb,Solo,Ast
Taylor Rapp,2019,8.00,100.00,62.00,38.00
Taylor Rapp,2020,3.00,44.00,32.00,12.00
Taylor Rapp,2021,6.00,94.00,64.00,30.00
Taylor Rapp,2022,6.00,92.00,58.00,34.00
Taylor Rapp,2023,2.00,50.00,33.00,17.00
Taylor Rapp,2024,6.00,82.00,48.00,34.00
