Player,Season,PD,Comb,Solo,Ast
Marquise Blair,2019,1.00,32.00,24.00,8.00
Marquise Blair,2020,0.00,8.00,5.00,3.00
Marquise Blair,2021,2.00,9.00,5.00,4.00
Marquise Blair,2022,0.00,1.00,0.00,1.00
Marquise Blair,2024,0.00,2.00,2.00,0.00
