Player,Season,Y/A,Y/R,Succ%,1D
Ty Johnson,2019,4.30,4.50,44.40,11.00
Ty Johnson,2020,4.70,6.20,53.70,7.33
Ty Johnson,2021,3.90,10.90,47.50,13.00
Ty Johnson,2022,5.30,7.30,36.70,5.00
Ty Johnson,2023,4.40,8.90,63.30,8.00
Ty Johnson,2024,5.20,15.80,65.90,13.00
