Player,Season,PD,Comb,Solo,Ast
Tyquan Lewis,2018,1.00,13.00,9.00,4.00
Tyquan Lewis,2019,0.00,5.00,3.00,2.00
Tyquan Lewis,2020,2.00,24.00,19.00,5.00
Tyquan Lewis,2021,2.00,14.00,10.00,4.00
Tyquan Lewis,2022,2.00,14.00,8.00,6.00
Tyquan Lewis,2023,3.00,25.00,18.00,7.00
Tyquan Lewis,2024,0.00,24.00,14.00,10.00
