Player,Season Group,PD,Comb,Solo,Ast
Charvarius Ward,Group1,8.67,64.00,47.33,16.67
Charvarius Ward,Group2,13.67,71.00,51.00,20.00
Charvarius Ward,Difference,57.69,10.94,7.75,20.00
