Player,Season Group,PD,Comb,Solo,Ast
Dawuane Smoot,Group1,1.00,26.00,18.33,7.67
Dawuane Smoot,Group2,1.00,15.67,11.33,4.33
Dawuane Smoot,Difference,0.00,-39.74,-38.18,-43.48
