Player,Season Group,PD,Comb,Solo,Ast
Zach Cunningham,Group1,2.00,122.67,79.67,43.00
Zach Cunningham,Group2,1.67,37.67,23.67,14.00
Zach Cunningham,Difference,-16.67,-69.29,-70.29,-67.44
