Player,Season Group,PD,Comb,Solo,Ast
Harrison Smith,Group1,9.33,96.00,67.33,28.67
Harrison Smith,Group2,7.67,88.33,60.67,27.67
Harrison Smith,Difference,-17.86,-7.99,-9.90,-3.49
