Player,Season,Comb,Solo,Ast
Nate Davis,2019,0.00,0.00,0.00
Nate Davis,2020,0.00,0.00,0.00
Nate Davis,2021,1.00,1.00,0.00
Nate Davis,2022,0.00,0.00,0.00
Nate Davis,2023,0.00,0.00,0.00
Nate Davis,2024,0.00,0.00,0.00
