Player,Season,Comb,Solo,Ast
Morgan Cox,2010,1.00,1.00,0.00
Morgan Cox,2011,,,
Morgan Cox,2012,2.00,1.00,1.00
Morgan Cox,2013,2.00,2.00,0.00
Morgan Cox,2014,,,
Morgan Cox,2015,0.00,0.00,0.00
Morgan Cox,2016,2.00,1.00,1.00
Morgan Cox,2017,1.00,1.00,0.00
Morgan Cox,2018,1.00,1.00,0.00
Morgan Cox,2019,0.00,0.00,0.00
Morgan Cox,2020,2.00,1.00,1.00
Morgan Cox,2021,1.00,1.00,0.00
Morgan Cox,2022,1.00,1.00,0.00
Morgan Cox,2023,1.00,1.00,0.00
Morgan Cox,2024,3.00,2.00,1.00
