Player,Season,Comb,Solo,Ast
Taylor Moton,2017,0.00,0.00,0.00
Taylor Moton,2018,0.00,0.00,0.00
Taylor Moton,2019,0.00,0.00,0.00
Taylor Moton,2020,0.00,0.00,0.00
Taylor Moton,2021,1.00,0.00,1.00
Taylor Moton,2022,3.00,2.00,1.00
Taylor Moton,2023,0.00,0.00,0.00
Taylor Moton,2024,0.00,0.00,0.00
