Player,Season,Comb,Solo,Ast
Jake Matthews,2014,0.00,0.00,0.00
Jake Matthews,2015,0.00,0.00,0.00
Jake Matthews,2016,0.00,0.00,0.00
Jake Matthews,2017,0.00,0.00,0.00
Jake Matthews,2018,0.00,0.00,0.00
Jake Matthews,2019,0.00,0.00,0.00
Jake Matthews,2020,0.00,0.00,0.00
Jake Matthews,2021,0.00,0.00,0.00
Jake Matthews,2022,0.00,0.00,0.00
Jake Matthews,2023,0.00,0.00,0.00
Jake Matthews,2024,0.00,0.00,0.00
