Player,Season Group,PD,Comb,Solo,Ast
Tremaine Edmunds,Group1,5.33,114.00,71.00,43.00
Tremaine Edmunds,Group2,7.33,108.33,65.00,43.33
Tremaine Edmunds,Difference,37.50,-4.97,-8.45,0.78
