Player,Season Group,PD,Comb,Solo,Ast
Jalen Mills,Group1,5.67,54.00,41.00,13.00
Jalen Mills,Group2,4.00,40.00,23.00,17.00
Jalen Mills,Difference,-1.67,-14.00,-18.00,4.00
